time_increment,realtime,machine[3].lat,machine[3].lng,machine[3].technical_data.engine_revolutions,machine[3].technical_data.fuel_consumption,machine[3].technical_data.vehicle_payload
422,29:06.0,51.3959165,8.262378016,1369.75,3.4,5437
423,29:08.0,51.39591099,8.262379559,1369.125,3.95,5437
424,29:10.0,51.39590765,8.262387753,1369.125,5.1,5437
425,29:12.0,51.39590663,8.262403025,1368.5,5.65,5437
426,29:14.0,51.39590838,8.262416294,1369,5.7,5437
427,29:16.0,51.39591221,8.262422123,1370.125,5.2,5437
428,29:18.0,51.39591792,8.262422031,1370.75,5.75,5437
429,29:20.0,51.39592262,8.262414351,1370.25,5.8,5437
430,29:22.0,51.39592258,8.262406748,1369,6.45,5437
431,29:24.0,51.39592022,8.262400882,1368.125,7.15,5217
432,29:26.0,51.39591585,8.26239621,1367.875,9.5,5217
433,29:28.0,51.39590918,8.262394796,1367.5,12.95,5217
434,29:30.0,51.3959082,8.262399634,1367.375,16.5,5217
435,29:32.0,51.39590928,8.262410004,1368.125,15.65,5217
436,29:34.0,51.395912,8.262420204,1368.625,16,4997
437,29:36.0,51.39591508,8.262425119,1369.125,16.8,4997
438,29:38.0,51.39591999,8.262421546,1371.375,17.6,4997
439,29:40.0,51.39592546,8.262411264,1370.25,17.3,4997
440,29:42.0,51.3959248,8.262407424,1369.75,17.45,4997
441,29:44.0,51.39592085,8.262403243,1370.25,18.1,4997
442,29:46.0,51.39589869,8.262390403,1371.375,19.3,4777
443,29:48.0,51.39590777,8.26239129,1370.25,19.35,4777
444,29:50.0,51.39593394,8.262398961,1370,20.05,4777
445,29:52.0,51.39592111,8.262394119,1370.625,19.45,4777
446,29:54.0,51.39591869,8.262394643,1370.75,19.5,4777
447,29:56.0,51.39592157,8.262397639,1370.75,20.7,4557
448,29:58.0,51.39592536,8.262396057,1371.75,22,4557
449,30:00.0,51.3959243,8.262393986,1371.25,22.05,4557
450,30:02.0,51.39591955,8.26239135,1368.5,22.65,4337
451,30:04.0,51.39591573,8.262390549,1367.75,22.7,3897
452,30:06.0,51.39591392,8.262391678,1367.875,23.35,3897
453,30:08.0,51.39591398,8.262400803,1367,23.45,3897
454,30:10.0,51.39591685,8.262403798,1367.375,23.5,3897
455,30:12.0,51.39592403,8.26240721,1367.75,22.95,3897
456,30:14.0,51.39592629,8.262406873,1368.5,23.5,3457
457,30:16.0,51.39592732,8.262405151,1368.875,23.6,3457
458,30:18.0,51.3959273,8.262400589,1367.75,23,3457
459,30:20.0,51.39592515,8.262392351,1366.75,23.6,3457
460,30:22.0,51.39592,8.262383236,1366.875,22.9,3457
461,30:24.0,51.3959137,8.262376552,1366.875,21.5,3457
462,30:26.0,51.39591138,8.262375624,1366.375,18.7,3237
463,30:28.0,51.39591002,8.262376533,1367,17.2,3237
464,30:30.0,51.39590919,8.262396317,1367.875,15.75,3237
465,30:32.0,51.39591211,8.262406916,1367.75,13.65,3237
466,30:34.0,51.39591499,8.262411433,1367.375,11.55,3237
467,30:36.0,51.39591935,8.262412865,1366.375,10.1,3237
468,30:38.0,51.39592261,8.26241131,1366.125,8.1,3237
469,30:40.0,51.39592159,8.26240068,1365.25,7.4,3017
470,30:42.0,51.39591734,8.262394878,1365.125,7.1,3017
471,30:44.0,51.39591203,8.26239323,1365.125,7.2,3017
472,30:46.0,51.39590918,8.262394796,1366,7.85,3017
473,30:48.0,51.39590818,8.262400409,1366.25,7.95,3017
474,30:50.0,51.39590927,8.262408483,1366.75,8,3017
475,30:52.0,51.39591206,8.262397792,1366.625,8.05,3017
476,30:54.0,51.39591776,8.2623977,1366.125,8.05,2797
477,30:56.0,51.39591772,8.262391617,1366,8.65,2797
478,30:58.0,51.39591549,8.262388983,1365,9.8,2797
479,31:00.0,51.39591295,8.262388653,1364.5,10.45,2797
480,31:02.0,51.39591107,8.262391725,1365.5,11.15,2797
481,31:04.0,51.39591298,8.262394803,1365.625,11.85,2797
482,31:06.0,51.3959168,8.262396195,1368,11.4,2797
483,31:08.0,51.39591674,8.26238555,1368,10.35,2577
484,31:10.0,51.39591289,8.262379528,1367.875,9.8,2577
485,31:12.0,51.39591296,8.262390174,1365.5,9.2,2577
486,31:14.0,51.39591594,8.262391852,1365.25,9.8,2577
487,31:16.0,51.39592058,8.262391571,1365.25,9.8,2577
488,31:18.0,51.39591604,8.262386613,1364.5,9.75,2577
489,31:20.0,51.39591293,8.262385611,1364.875,10.4,2357
490,31:22.0,51.39591299,8.262394735,1365.25,12.1,2357
491,31:24.0,51.39591732,8.262401305,1366,13.45,2357
492,31:26.0,51.39592256,8.262403707,1367.25,13.6,2357
493,31:28.0,51.39592241,8.26239628,1366.75,13.85,2357
494,31:30.0,51.39592057,8.26239005,1365.625,15.25,2357
495,31:32.0,51.39591626,8.262387629,1365.625,17.85,2357
496,31:34.0,51.39591295,8.262388653,1365.75,19.25,2357
497,31:36.0,51.39591205,8.262396271,1364.875,20.8,2357
498,31:38.0,51.39591591,8.262405334,1365.125,22.4,2137
499,31:40.0,51.39592259,8.262408269,1366.125,23.35,2137
500,31:42.0,51.39591497,8.26240687,1366.75,24.3,2137
501,31:44.0,51.39591504,8.262419036,1366.75,25.25,2137
502,31:46.0,51.39591597,8.262414458,1366.875,24.15,2137
503,31:48.0,51.3959131,8.26240967,1366.75,21.3,2137
504,31:50.0,51.3959064,8.262407008,1366.25,17.6,2137
505,31:52.0,51.39590917,8.262418982,1366,15.2,2137
506,31:54.0,51.39591319,8.26242667,1365.625,13.6,1917
507,31:56.0,51.39591314,8.262419066,1366.25,10.75,1917
508,31:58.0,51.3959093,8.262413045,1366.625,8.65,1917
509,32:00.0,51.39590644,8.262413091,1367,6.6,1917
510,32:02.0,51.39590515,8.262418925,1366.875,4.7,1917
511,32:04.0,51.39590652,8.262425256,1366.625,3.4,1917
512,32:06.0,51.39591032,8.262425195,1365.625,3.3,1917
513,32:08.0,51.39591181,8.26242037,1365.25,3.3,1697
514,32:10.0,51.39591119,8.262411494,1364.625,3.35,1697
515,32:12.0,51.39590849,8.262406026,1364.875,2.85,1697
516,32:14.0,51.39590351,8.262400971,1364.5,3.4,1697
517,32:16.0,51.39590234,8.262401327,1364.875,3.95,1697
518,32:18.0,51.39590216,8.26240461,1366.125,5.1,1697
519,32:20.0,51.3959057,8.262436227,1366.75,5.65,1477
520,32:22.0,51.3959038,8.262446592,1366.125,5.7,1477
521,32:24.0,51.39589813,8.262452766,1367,5.2,1477
522,32:26.0,51.39589618,8.262464174,1366.75,5.75,1477
523,32:28.0,51.39589826,8.262474056,1366.25,5.8,1477
524,32:30.0,51.39590114,8.262477052,1366.125,6.45,1477
525,32:32.0,51.39590452,8.262487874,1366.125,7.15,1477
526,32:34.0,51.39590374,8.262506842,1366.625,9.5,1037
527,32:36.0,51.39589768,8.262536475,1367,12.95,1037
528,32:38.0,51.39589378,8.262548123,1366.25,16.5,1037
529,32:40.0,51.39589254,8.262549992,1364.875,15.65,1037
530,32:42.0,51.39589207,8.262548676,1364.5,16,1037
531,32:44.0,51.39589286,8.262522809,1364.375,16.8,597
532,32:46.0,51.39591855,8.262371833,1363,17.6,597
533,32:48.0,51.39591861,8.262380957,1363.5,17.3,597
534,32:50.0,51.39591481,8.262382539,1364.375,17.45,597
535,32:52.0,51.39591118,8.262387847,1365.25,18.1,597
536,32:54.0,51.39590825,8.262397853,1365.625,19.3,597
537,32:56.0,51.39590739,8.262413076,1364.875,19.35,377
538,32:58.0,51.39590363,8.262419219,1363.375,20.05,377
539,33:00.0,51.39590374,8.262437467,1363,19.45,377
540,33:02.0,51.39589713,8.262445178,1362.75,19.5,377
541,33:04.0,51.39589523,8.262452676,1362.375,20.7,377
542,33:06.0,51.3958962,8.262475803,1362.75,22,377
543,33:08.0,51.39589453,8.262484762,1363.5,22.05,377
544,33:10.0,51.39588982,8.262492442,1363.875,22.65,0
545,33:12.0,51.39588801,8.262507679,1364.375,22.7,0
546,33:14.0,51.39589067,8.262545396,1363.25,23.35,0
547,33:16.0,51.39588981,8.262552694,1362.125,23.45,0
548,33:18.0,51.39588738,8.262557877,1362.125,23.5,0
549,33:20.0,51.39588454,8.262560965,1362.375,22.95,0
550,33:22.0,51.39588654,8.262576141,1362.75,23.5,0
551,33:24.0,51.39588083,8.262576233,1363.375,23.6,0
552,33:26.0,51.39587995,8.262583657,1364.125,23,0
553,33:28.0,51.39588285,8.26259445,1365.625,23.6,0
554,33:30.0,51.39588668,8.262598951,1366,22.9,0
555,33:32.0,51.39588709,8.26260341,1364.125,21.5,0
556,33:34.0,51.39588395,8.262618766,1363.75,18.7,0
557,33:36.0,51.39588881,8.262635417,1364,17.2,0
558,33:38.0,51.39588506,8.262643082,1363.5,15.75,0
559,33:40.0,51.39588342,8.262655341,1362.875,13.65,0
560,33:42.0,51.39588521,8.262667412,1363,11.55,0
561,33:44.0,51.3958881,8.262673449,1364,10.1,0
562,33:46.0,51.39588432,8.262676552,1365,8.1,0
563,33:48.0,51.39588274,8.262683895,1364.125,7.4,0
564,33:50.0,51.39588445,8.262697842,1362,7.1,0
565,33:52.0,51.39588955,8.262710358,1362,7.2,0
566,33:54.0,51.3958893,8.262712972,1362,7.85,0
567,33:56.0,51.39588645,8.262713018,1361,7.95,0
568,33:58.0,51.39588456,8.262714812,1361.5,8,0
569,34:00.0,51.39588359,8.262718988,1363,8.05,0
570,34:02.0,51.39588377,8.262740436,1364.5,8.05,0
571,34:04.0,51.39588442,8.262754557,1366.125,8.65,0
572,34:06.0,51.3958906,8.262798207,1366.625,9.8,0
573,34:08.0,51.39588938,8.26280703,1365.625,10.45,0
574,34:10.0,51.39588516,8.262810372,1366,11.15,0
575,34:12.0,51.3958823,8.262810418,1366.125,11.85,0
576,34:14.0,51.39588235,8.262818022,1365.625,11.4,0
577,34:16.0,51.39588908,8.26282856,1366,10.35,0
578,34:18.0,51.39588339,8.262831692,1366.25,9.8,0
579,34:20.0,51.39588116,8.262842141,1366.625,9.2,0
580,34:22.0,51.39588354,8.262856023,1366.875,9.8,0
581,34:24.0,51.39588739,8.262862045,1366.125,9.8,0
582,34:26.0,51.39588459,8.262871215,1364,9.75,0
583,34:28.0,51.39589036,8.262881768,1363.5,10.4,0
584,34:30.0,51.39588468,8.262884902,1363.5,12.1,0
585,34:32.0,51.39588298,8.262892111,1363,13.45,0
586,34:34.0,51.39588931,8.262918648,1364.125,13.6,0
587,34:36.0,51.39588876,8.26292894,1364.125,13.85,0
588,34:38.0,51.39588405,8.26293662,1364.875,15.25,0
589,34:40.0,51.39588789,8.262942642,1364.875,17.85,0
590,34:42.0,51.3958841,8.262944224,1363.5,19.25,0
591,34:44.0,51.3958861,8.2629594,1362.75,20.8,0
592,34:46.0,51.39588041,8.262962533,1362.75,22.4,0
593,34:48.0,51.39587989,8.262967623,1363.25,23.35,0
594,34:50.0,51.39588414,8.262983775,1362.75,24.3,0
595,34:52.0,51.39588342,8.262988339,1363,25.25,0
596,34:54.0,51.39587964,8.262991442,1364.125,24.15,0
597,34:56.0,51.39587626,8.262999342,1365.625,21.3,0
598,34:58.0,51.39587593,8.263006709,1365.25,17.6,0
599,35:00.0,51.39588167,8.263012701,1363.875,15.2,0
600,35:02.0,51.3958833,8.263020032,1363.875,13.6,0
601,35:04.0,51.39588271,8.263026371,1364,10.75,0
602,35:06.0,51.39587893,8.263030995,1363.25,8.65,0
603,35:08.0,51.39587928,8.263034006,1363,6.6,0
604,35:10.0,51.39588496,8.263042571,1363.5,4.7,0
605,35:12.0,51.39588569,8.263046094,1364.625,3.4,0
606,35:14.0,51.39588097,8.263052254,1366,3.3,0
607,35:16.0,51.39588488,8.26306892,1365.625,3.3,0
608,35:18.0,51.39588119,8.263087229,1363.875,3.35,0
609,35:20.0,51.39588986,8.263103819,1363,2.85,0
610,35:22.0,51.39588991,8.263111423,1362.75,3.4,0
611,35:24.0,51.39588614,8.263117566,1361.75,3.95,0
612,35:26.0,51.39588362,8.263131148,1362.25,5.1,0
613,35:28.0,51.39588538,8.263147995,1362.75,5.65,0
614,35:30.0,51.39589117,8.26316159,1363.75,5.7,0
615,35:32.0,51.39588454,8.263166259,1366,5.2,0
616,35:34.0,51.39588336,8.263171383,1365.5,5.75,0
617,35:36.0,51.39588553,8.263188504,1362.75,5.8,0
618,35:38.0,51.39588472,8.263195152,1362.375,6.45,0
619,35:40.0,51.39588096,8.263201296,1363,7.15,0
620,35:42.0,51.39588194,8.263205843,1362.375,9.5,0
621,35:44.0,51.39588765,8.263207272,1362.875,12.95,0
622,35:46.0,51.39588198,8.263213446,1363.875,16.5,0
623,35:48.0,51.39588159,8.26321937,1365.625,15.65,0
624,35:50.0,51.39588565,8.263235636,1366.875,16,0
625,35:52.0,51.39588501,8.263240772,1367.375,16.8,0
626,35:54.0,51.39588123,8.263245396,1367.875,17.6,0
627,35:56.0,51.39587882,8.263251302,1368.5,17.3,0
628,35:58.0,51.39587837,8.26325928,1368.125,17.45,0
629,36:00.0,51.39588728,8.263303435,1367.375,18.1,0
630,36:02.0,51.39588747,8.263312829,1367.375,19.3,0
631,36:04.0,51.39588551,8.263319849,1367.5,19.35,0
632,36:06.0,51.39587796,8.263330615,1367.25,20.05,0
633,36:08.0,51.39588134,8.263347527,1366.125,19.45,0
634,36:10.0,51.39588095,8.263351859,1364.375,19.5,0
635,36:12.0,51.39587717,8.263356483,1362.25,20.7,0
636,36:14.0,51.39587744,8.263359986,1362.875,22,0
637,36:16.0,51.39588298,8.263371598,1363,22.05,0
638,36:18.0,51.39588305,8.263382242,1362.75,22.65,0
639,36:20.0,51.39587925,8.263383824,1362.75,22.7,0
640,36:22.0,51.39588125,8.263399001,1362.25,23.35,0
641,36:24.0,51.39587841,8.263402087,1362.875,23.45,0
642,36:26.0,51.39588702,8.263409553,1363.75,23.5,0
643,36:28.0,51.39588706,8.263415636,1365,22.95,0
644,36:30.0,51.39588332,8.263426342,1364.875,23.5,0
645,36:32.0,51.39588343,8.26344307,1363.25,23.6,0
646,36:34.0,51.39587545,8.263458919,1362.625,23,0
647,36:36.0,51.39587499,8.263462976,1362.875,23.6,0
648,36:38.0,51.39588359,8.263468921,1362.375,22.9,0
649,36:40.0,51.3958798,8.263472024,1362.75,21.5,0
650,36:42.0,51.39587901,8.263478723,1362.75,18.7,0
651,36:44.0,51.39588411,8.263498895,1364,17.2,0
652,36:46.0,51.39588286,8.263503913,1366,15.75,0
653,36:48.0,51.39588001,8.263505479,1365.625,13.65,0
654,36:50.0,51.39587826,8.26350869,1362.75,11.55,0
655,36:52.0,51.39587823,8.263514537,1362.625,10.1,0
656,36:54.0,51.39588438,8.263544373,1363.375,8.1,0
657,36:56.0,51.39588396,8.263548045,1362.75,7.4,0
658,36:58.0,51.39588219,8.263549548,1362.375,7.1,0
659,37:00.0,51.39587934,8.263549594,1363.5,7.2,0
660,37:02.0,51.39587938,8.263555677,1364.875,7.85,0
661,37:04.0,51.39588114,8.26356731,1366.25,7.95,0
662,37:06.0,51.39588976,8.263598577,1366.75,8,0
663,37:08.0,51.39588978,8.263605203,1367,8.05,0
664,37:10.0,51.39588732,8.263608778,1368.125,8.05,0
665,37:12.0,51.39588162,8.263610391,1367.875,8.65,0
666,37:14.0,51.39588106,8.263614759,1367,9.8,0
667,37:16.0,51.39588441,8.263629573,1367.875,10.45,0
668,37:18.0,51.39588367,8.263633171,1368.5,11.15,0
669,37:20.0,51.39587892,8.263634768,1368,11.85,0
670,37:22.0,51.39588178,8.263634722,1367.75,11.4,0
671,37:24.0,51.39588279,8.263643831,1367.75,10.35,0
672,37:26.0,51.39587997,8.263649959,1367,9.8,0
673,37:28.0,51.39588386,8.263663585,1366.625,9.2,0
674,37:30.0,51.39588104,8.263668192,1365.75,9.8,0
675,37:32.0,51.39588082,8.263673227,1365.5,9.8,0
676,37:34.0,51.39588384,8.263686062,1366.125,9.75,0
677,37:36.0,51.39588307,8.263689451,1366.25,10.4,0
678,37:38.0,51.39587928,8.263691033,1365.5,12.1,0
679,37:40.0,51.39587931,8.263695595,1365.125,13.45,0
680,37:42.0,51.3958832,8.263709221,1363.875,13.6,0
681,37:44.0,51.39588036,8.263712307,1362.25,13.85,0
682,37:46.0,51.39588326,8.263718345,1361.5,15.25,0
683,37:48.0,51.39588143,8.26373054,1362.125,17.85,0
684,37:50.0,51.39588718,8.263738052,1362.25,19.25,0
685,37:52.0,51.39588246,8.263742691,1362.375,20.8,0
686,37:54.0,51.39588161,8.263748338,1363.375,22.4,0
687,37:56.0,51.39588389,8.263764405,1365,23.35,0
688,37:58.0,51.39588262,8.263768543,1364,24.3,0
689,38:00.0,51.39587882,8.263770124,1364,25.25,0
690,38:02.0,51.39587887,8.263777728,1363.75,24.15,0
691,38:04.0,51.39588269,8.263780708,1363.875,21.3,0
692,38:06.0,51.39588445,8.263788912,1363.375,17.6,0
693,38:08.0,51.39588191,8.263806575,1363.5,15.2,0
694,38:10.0,51.39588006,8.26381573,1363.5,13.6,0
695,38:12.0,51.3958753,8.263814285,1364.5,10.75,0
696,38:14.0,51.39587442,8.263826467,1365.625,8.65,0
697,38:16.0,51.39587439,8.263821904,1365.25,6.6,0
698,38:18.0,51.39587916,8.263823349,1363.875,4.7,0
699,38:20.0,51.39587629,8.263821874,1364.625,3.4,0
700,38:22.0,51.39587625,8.26381427,1364.5,3.3,0
701,38:24.0,51.3958734,8.263815837,1363.5,3.3,421
702,38:26.0,51.39587628,8.263820353,1364,3.35,421
703,38:28.0,51.3958772,8.263814255,1364.875,2.85,421
704,38:30.0,51.39588005,8.263814209,1365,3.4,421
705,38:32.0,51.39588242,8.263820419,1365.625,3.95,421
706,38:34.0,51.39588205,8.263829386,1364.875,5.1,421
707,38:36.0,51.39587732,8.263829631,1362.75,5.65,421
708,38:38.0,51.39587347,8.263826482,1362.25,5.7,421
709,38:40.0,51.39587341,8.263817357,1362.125,5.2,421
710,38:42.0,51.39587721,8.263815775,1361.5,5.75,421
711,38:44.0,51.39587824,8.263827926,1362.625,5.8,421
712,38:46.0,51.39588299,8.26382785,1363.75,6.45,792
713,38:48.0,51.39588521,8.263821495,1364.375,7.15,792
714,38:50.0,51.39588482,8.263815653,1365.625,9.5,792
715,38:52.0,51.39588101,8.263815714,1366.625,12.95,792
716,38:54.0,51.39587632,8.263826436,1366.25,16.5,792
717,38:56.0,51.39587529,8.263812764,1366,15.65,792
718,38:58.0,51.39587823,8.263826405,1366,16,792
719,39:00.0,51.39588203,8.263826344,1366,16.8,792
720,39:02.0,51.39588006,8.26381573,1366.125,17.6,792
721,39:04.0,51.39587822,8.263824885,1366.25,17.3,1285
722,39:06.0,51.39587819,8.263820322,1366.75,17.45,1285
723,39:08.0,51.39588062,8.263821152,1366.25,18.1,1285
724,39:10.0,51.39588297,8.263824808,1365.125,19.3,1285
725,39:12.0,51.39588206,8.263830906,1363.875,19.35,1285
726,39:14.0,51.3958773,8.263830982,1363.25,20.05,1285
727,39:16.0,51.3958763,8.263837977,1363,19.45,1285
728,39:18.0,51.39587838,8.263850737,1362.875,19.5,1285
729,39:20.0,51.39587833,8.263843133,1363.375,20.7,1285
730,39:22.0,51.3958819,8.263840616,1364.125,22,1285
731,39:24.0,51.39588593,8.26384149,1365.5,22.05,1679
732,39:26.0,51.39588505,8.26385215,1365.5,22.65,1679
733,39:28.0,51.39588027,8.263849185,1365.125,22.7,1679
734,39:30.0,51.39588225,8.26386132,1366.25,23.35,1679
735,39:32.0,51.39588222,8.263856757,1365.75,23.45,1679
736,39:34.0,51.39588009,8.263854298,1364.625,23.5,1679
737,39:36.0,51.39587745,8.263853792,1364.875,22.95,1679
738,39:38.0,51.39587844,8.263861381,1365.625,23.5,1679
739,39:40.0,51.3958813,8.263861335,1366,23.6,1679
740,39:42.0,51.39588124,8.263852211,1366.375,23,2245
741,39:44.0,51.39588035,8.26386135,1366.25,23.6,2245
742,39:46.0,51.39588318,8.263858263,1365.25,22.9,2245
743,39:48.0,51.39588314,8.263852181,1365.125,21.5,2245
744,39:50.0,51.39587841,8.263855298,1364.5,18.7,2245
745,39:52.0,51.39588133,8.263859189,1364,17.2,2245
746,39:54.0,51.39588606,8.263861259,1365.25,15.75,2245
747,39:56.0,51.3958861,8.26385354,1365.625,13.65,2245
748,39:58.0,51.39588407,8.263847603,1365.75,11.55,3021
749,40:00.0,51.39587931,8.26384768,1366.125,10.1,3021
750,40:02.0,51.39588128,8.263858294,1366.25,8.1,3021
751,40:04.0,51.39588313,8.26385066,1364.875,7.4,3021
752,40:06.0,51.39588122,8.26384917,1364.5,7.1,3021
753,40:08.0,51.39587988,8.263850116,1364.5,7.2,3021
754,40:10.0,51.39587977,8.263855221,1364.375,7.85,3021
755,40:12.0,51.39588331,8.263878032,1364.375,7.95,3021
756,40:14.0,51.39588134,8.263867418,1364.875,8,3021
757,40:16.0,51.3958799,8.263868981,1365.5,8.05,3021
758,40:18.0,51.39587849,8.263879761,1365.625,8.05,3224
759,40:20.0,51.39587869,8.263900919,1364.125,8.65,3224
760,40:22.0,51.39588064,8.263908492,1363,9.8,3224
761,40:24.0,51.39587496,8.263911624,1363,10.45,3224
762,40:26.0,51.39587121,8.26392081,1363.25,11.15,3224
763,40:28.0,51.39587132,8.263939058,1362.375,11.85,3224
764,40:30.0,51.39586658,8.263942176,1362.875,11.4,3224
765,40:32.0,51.39587327,8.263946631,1363.875,10.35,3224
766,40:34.0,51.39586951,8.263954295,1365.25,9.8,3224
767,40:36.0,51.39586954,8.263958858,1365.125,9.2,3224
768,40:38.0,51.3958724,8.263958812,1363.75,9.8,3224
769,40:40.0,51.39587235,8.263951208,1363,9.8,3224
770,40:42.0,51.3958695,8.263951254,1363,9.75,3224
771,40:44.0,51.39587049,8.263958842,1361.75,10.4,3224
772,40:46.0,51.39586675,8.263968027,1360.625,12.1,3224
773,40:48.0,51.39586477,8.263955892,1360.125,13.45,3705
774,40:50.0,51.3958633,8.263968621,1360,13.6,3705
775,40:52.0,51.39586489,8.263975661,1359.875,13.85,3705
776,40:54.0,51.3958687,8.2639756,1358.25,15.25,3705
777,40:56.0,51.39587008,8.263970987,1355.5,17.85,3705
778,40:58.0,51.39586957,8.26396342,1354.125,19.25,3705
779,41:00.0,51.39586554,8.263957284,1354.25,20.8,3705
780,41:02.0,51.39586191,8.263955938,1354.125,22.4,3705
781,41:04.0,51.39586196,8.263963542,1355.5,23.35,3705
782,41:06.0,51.39586671,8.263961945,1356.875,24.3,4125
783,41:08.0,51.39586758,8.263949764,1358,25.25,4125
784,41:10.0,51.39587608,8.263938982,1359.25,24.15,4125
785,41:12.0,51.39587131,8.263937537,1358.625,21.3,4125
786,41:14.0,51.39586798,8.263941222,1356,17.6,4125
787,41:16.0,51.39586567,8.263948273,1354,15.2,4125
788,41:18.0,51.39586957,8.26396342,1349.5,13.6,4125
789,41:20.0,51.39586375,8.263945263,1349.5,10.75,4125
790,41:22.0,51.39586275,8.263961958,1346.625,8.65,4125
791,41:24.0,51.39586582,8.263972605,1344,6.6,4125
792,41:26.0,51.39586869,8.263974079,1342.75,4.7,4665
793,41:28.0,51.39586873,8.263967081,1342.125,3.4,4665
794,41:30.0,51.39586575,8.263960439,1339.5,3.3,4665
795,41:32.0,51.39586195,8.263962021,1336.375,3.3,4665
796,41:34.0,51.39586394,8.263975677,1335.5,3.35,4665
797,41:36.0,51.39586201,8.263971145,1334.125,2.85,4665
798,41:38.0,51.39585917,8.263972712,1331.375,3.4,4665
799,41:40.0,51.39586398,8.26398176,1330.125,3.95,4665
800,41:42.0,51.395865,8.263992389,1328.875,5.1,4665
801,41:44.0,51.39587258,8.263987705,1327.875,5.65,4665
802,41:46.0,51.3958736,8.263998334,1327,5.7,4998
803,41:48.0,51.39588219,8.264002759,1325.125,5.2,4998
804,41:50.0,51.39588328,8.264009553,1323,5.75,4998
805,41:52.0,51.39587933,8.264031262,1322.625,5.8,4998
806,41:54.0,51.3958805,8.264037765,1321.125,6.45,4998
807,41:56.0,51.39588434,8.264042266,1320,7.15,4998
808,41:58.0,51.39588908,8.26404067,1319.875,9.5,4998
809,42:00.0,51.39588243,8.264040776,1320,12.95,4998
810,42:02.0,51.39588532,8.264046813,1321.125,16.5,4998
811,42:04.0,51.39587776,8.264054539,1323.375,15.65,4998
812,42:06.0,51.39588352,8.264063571,1324.375,16,4998
813,42:08.0,51.39587591,8.264063693,1324.625,16.8,4998
814,42:10.0,51.39587596,8.264071297,1325.625,17.6,4998
815,42:12.0,51.39587882,8.264072495,1324.625,17.3,4998
816,42:14.0,51.39588167,8.264071205,1323.875,17.45,5257
817,42:16.0,51.39588162,8.264063602,1322.75,18.1,5257
818,42:18.0,51.39587876,8.264063647,1321,19.3,5257
819,42:20.0,51.39588261,8.264069669,1320.875,19.35,5257
820,42:22.0,51.39588255,8.264060545,1321.75,20.05,5257
821,42:24.0,51.39588931,8.264077166,1321.75,19.45,5257
822,42:26.0,51.39589081,8.264071009,1322.125,19.5,5257
823,42:28.0,51.39589112,8.264054818,1323.25,20.7,5257
824,42:30.0,51.39589008,8.26404427,1323.75,22,5257
825,42:32.0,51.39588814,8.264042205,1324.125,22.05,5257
826,42:34.0,51.39588438,8.264048349,1323.875,22.65,5257
827,42:36.0,51.39588227,8.26406161,1323,22.7,5671
828,42:38.0,51.39588453,8.26407268,1323.5,23.35,5671
829,42:40.0,51.39588931,8.264077166,1324.875,23.45,5671
830,42:42.0,51.39589116,8.264068011,1323.875,23.5,5671
831,42:44.0,51.39589215,8.264074079,1321.75,22.95,5671
832,42:46.0,51.39589433,8.264075018,1321.125,23.5,5671
833,42:48.0,51.39589976,8.264073956,1317.25,23.6,5671
834,42:50.0,51.39589692,8.264075523,1318.125,23,5671
835,42:52.0,51.39589644,8.264082372,1320.5,23.6,5671
836,42:54.0,51.39589891,8.264090699,1319,22.9,5671
837,42:56.0,51.39590076,8.264081545,1318.25,21.5,6101
838,42:58.0,51.39590366,8.264089103,1317.25,18.7,6101
839,43:00.0,51.39590551,8.264081468,1318.125,17.2,6101
840,43:02.0,51.39590932,8.264081407,1319.875,15.75,6101
841,43:04.0,51.39590938,8.264090532,1319.5,13.65,6101
842,43:06.0,51.39591122,8.264081377,1318.25,11.55,6101
843,43:08.0,51.39591603,8.264088904,1318.125,10.1,6101
844,43:10.0,51.39591695,8.264084326,1317.625,8.1,6101
845,43:12.0,51.39591698,8.264088889,1316,7.4,6101
846,43:14.0,51.39591982,8.264087322,1314.75,7.1,6101
847,43:16.0,51.39591979,8.26408276,1313.5,7.2,6399
848,43:18.0,51.39591694,8.264082806,1313.25,7.85,6399
849,43:20.0,51.39591698,8.264088889,1314.25,7.95,6399
850,43:22.0,51.39591938,8.264088605,1314.25,8,6399
851,43:24.0,51.39592267,8.264085755,1312.875,8.05,6399
852,43:26.0,51.39591886,8.264085817,1311.375,8.05,6399
853,43:28.0,51.395917,8.26409193,1310,8.65,6399
854,43:30.0,51.39592071,8.264094705,1308.875,9.8,6399
855,43:32.0,51.39592652,8.264093298,1305.625,10.45,6399
856,43:34.0,51.39592849,8.264086732,1302.125,11.15,6399
857,43:36.0,51.39592834,8.264079582,1298.625,11.85,7028
858,43:38.0,51.39592563,8.264075676,1295.375,11.4,7028
859,43:40.0,51.39592164,8.264073606,1291.5,10.35,7028
860,43:42.0,51.39591689,8.264075203,1286.625,9.8,7028
861,43:44.0,51.39591547,8.264082695,1280,9.2,7028
862,43:46.0,51.39591699,8.264090409,1275.25,9.8,7028
863,43:48.0,51.39592052,8.264091604,1270.75,9.8,7028
864,43:50.0,51.39592365,8.264090302,1263.875,9.75,7028
865,43:52.0,51.3959255,8.264082668,1258.625,10.4,7028
866,43:54.0,51.39592931,8.264082608,1252.125,12.1,7028
867,43:56.0,51.39593031,8.264090195,1245.625,13.45,7028
868,43:58.0,51.39592771,8.264089234,1238,13.6,7454
