time_increment,realtime,machine[3].lat,machine[3].lng,machine[3].technical_data.engine_revolutions,machine[3].technical_data.fuel_consumption,machine[3].technical_data.vehicle_payload
869,44:00.0,51.39592361,8.264084219,1228,13.85,7454
870,44:02.0,51.39592329,8.26407823,1216.125,15.25,7454
871,44:04.0,51.39592716,8.264061804,1204.875,17.85,7454
872,44:06.0,51.3959263,8.264058323,1193.5,19.25,7454
873,44:08.0,51.39592294,8.264057469,1181.625,20.8,7454
874,44:10.0,51.39592059,8.264058413,1168.875,22.4,7454
875,44:12.0,51.39591872,8.264063006,1158,23.35,7454
876,44:14.0,51.39591708,8.264075729,1146.125,24.3,7454
877,44:16.0,51.39591885,8.264084296,1139,25.25,7454
878,44:18.0,51.39592364,8.26408591,1126,24.15,7454
879,44:20.0,51.39592837,8.264084143,1126,21.3,7454
880,44:22.0,51.39593131,8.26407787,1120.5,17.6,7701
881,44:24.0,51.39593209,8.264071917,1115,15.2,7701
882,44:26.0,51.39592787,8.264070192,1111.375,13.6,7701
883,44:28.0,51.39592353,8.264072054,1107.5,10.75,7701
884,44:30.0,51.39592166,8.264076647,1104.125,8.65,7701
885,44:32.0,51.3959198,8.264084281,1102.75,6.6,7701
886,44:34.0,51.39592176,8.26409144,1102.375,4.7,7701
887,44:36.0,51.39592463,8.264094849,1101.75,3.4,7701
888,44:38.0,51.39592648,8.264087215,1096.5,3.3,7701
889,44:40.0,51.3959245,8.264075081,1091.875,3.3,7701
890,44:42.0,51.39592454,8.264081163,1086.25,3.35,7701
891,44:44.0,51.39592611,8.264083191,1077,2.85,7701
892,44:46.0,51.39592931,8.264083904,1064.5,3.4,8102
893,44:48.0,51.395935,8.264080995,1055,3.95,8102
894,44:50.0,51.39593494,8.26407035,1044.875,5.1,8102
895,44:52.0,51.39592923,8.264070442,1033.625,5.65,8102
896,44:54.0,51.39592766,8.264074301,1022.125,5.7,8102
897,44:56.0,51.39592733,8.264081707,1011.875,5.2,8102
898,44:58.0,51.39592836,8.264088542,1000.125,5.75,8102
899,45:00.0,51.39593031,8.264091716,991.5,5.8,8102
900,45:02.0,51.39593412,8.264091655,986.375,6.45,8102
901,45:04.0,51.39593031,8.264091716,980.625,7.15,8102
902,45:06.0,51.39592929,8.264079566,976.125,9.5,8102
903,45:08.0,51.39592261,8.264076632,976,12.95,8102
904,45:10.0,51.3959245,8.264075081,975.75,16.5,8534
905,45:12.0,51.39592459,8.264088766,976.125,15.65,8534
906,45:14.0,51.39592743,8.264091253,977.25,16,8534
907,45:16.0,51.39593759,8.264091784,980,16.8,8534
908,45:18.0,51.39593985,8.264094605,982.25,17.6,8534
909,45:20.0,51.39593989,8.264102209,983.875,17.3,8534
910,45:22.0,51.39594338,8.264108297,985,17.45,8534
911,45:24.0,51.39595138,8.26411267,986.75,18.1,8534
912,45:26.0,51.39596089,8.264112517,988.125,19.3,8534
913,45:28.0,51.39595613,8.264112594,990.625,19.35,8534
914,45:30.0,51.39595321,8.264101995,992.625,20.05,8534
915,45:32.0,51.39594948,8.264112701,994,19.45,8534
916,45:34.0,51.39595001,8.264102587,995,19.5,8534
917,45:36.0,51.39595222,8.264095928,997,20.7,8534
918,45:38.0,51.3959556,8.264094005,998.625,22,8534
919,45:40.0,51.39595792,8.264094315,1000.625,22.05,8888
920,45:42.0,51.39595798,8.264103439,1002.125,22.65,8888
921,45:44.0,51.39596275,8.264104883,1001.75,22.7,8888
922,45:46.0,51.39595702,8.264101933,1001.25,23.35,8888
923,45:48.0,51.39595707,8.264109537,1001.5,23.45,8888
924,45:50.0,51.39596049,8.264113463,1001.75,23.5,8888
925,45:52.0,51.39597517,8.264113809,1002.375,22.95,8888
926,45:54.0,51.39598351,8.264118072,1002.25,23.5,8888
927,45:56.0,51.39598759,8.264122735,1002.375,23.6,8888
928,45:58.0,51.3959905,8.264131813,1002,23,8888
929,46:00.0,51.395995,8.264138249,1002,23.6,8888
930,46:02.0,51.39600093,8.264143148,1001.625,22.9,8888
931,46:04.0,51.39600572,8.264144487,1001.75,21.5,8888
932,46:06.0,51.39600865,8.264142168,1001.75,18.7,8888
933,46:08.0,51.3960105,8.264134534,1001.5,17.2,9345
934,46:10.0,51.39601534,8.264148144,1000.375,15.75,9345
935,46:12.0,51.39602011,8.264149588,999.5,13.65,9345
936,46:14.0,51.39602008,8.264145026,999.25,11.55,9345
937,46:16.0,51.39602389,8.264144965,999.75,10.1,9345
938,46:18.0,51.39603253,8.264158514,999.375,8.1,9345
939,46:20.0,51.39603741,8.264147198,999.375,7.4,9345
940,46:22.0,51.39603821,8.264141218,998.625,7.1,9345
941,46:24.0,51.39603717,8.264138669,998.625,7.2,9345
942,46:26.0,51.39603431,8.264138715,998.125,7.85,9345
943,46:28.0,51.39603438,8.264149359,998.375,7.95,9345
944,46:30.0,51.39603075,8.264146208,998.375,8,9345
945,46:32.0,51.39602862,8.264141848,998.125,8.05,9345
946,46:34.0,51.39603243,8.264141787,997.25,8.05,9345
947,46:36.0,51.39603153,8.264150926,997.125,8.65,9345
948,46:38.0,51.39603437,8.264147838,998.125,9.8,9678
949,46:40.0,51.39603151,8.264147884,999.75,10.45,9678
950,46:42.0,51.39603243,8.264141787,1000,11.15,9678
951,46:44.0,51.39602959,8.264144873,999.875,11.85,9678
952,46:46.0,51.39602671,8.264140358,999.375,11.4,9678
953,46:48.0,51.39603051,8.264138776,999.75,10.35,9678
954,46:50.0,51.39603054,8.264143338,999.25,9.8,9678
955,46:52.0,51.39603049,8.264135734,999,9.2,9678
956,46:54.0,51.39602865,8.264146409,998.75,9.8,9678
957,46:56.0,51.39602667,8.264134275,998.625,9.8,9678
958,46:58.0,51.39602868,8.264150972,997.75,9.75,9678
959,47:00.0,51.39602767,8.264141863,998,10.4,9678
960,47:02.0,51.39602194,8.264137393,999.375,12.1,9835
961,47:04.0,51.39601702,8.264136533,1001.125,13.45,9835
962,47:06.0,51.39600542,8.264139235,1001.75,13.6,9835
963,47:08.0,51.39600101,8.264137728,1001.5,13.85,9835
964,47:10.0,51.39599469,8.264125799,1001.125,15.25,9835
965,47:12.0,51.39599236,8.264124179,1001.25,17.85,9835
966,47:14.0,51.3959867,8.264131874,1000.5,19.25,9835
967,47:16.0,51.39598567,8.264119724,1000,20.8,9835
968,47:18.0,51.39597904,8.264124393,999.375,22.4,9835
969,47:20.0,51.3959704,8.264112365,999,23.35,9835
970,47:22.0,51.39596186,8.264115544,998.25,24.3,9835
971,47:24.0,51.39595707,8.264109537,998,25.25,9835
972,47:26.0,51.39595041,8.264109644,998.875,24.15,9835
973,47:28.0,51.39594941,8.264102056,1000.375,21.3,9835
974,47:30.0,51.39594467,8.264105174,1000.875,17.6,9835
975,47:32.0,51.39594077,8.264090028,1000.875,15.2,10254
976,47:34.0,51.39593892,8.264099182,1000.375,13.6,10254
977,47:36.0,51.39593504,8.264087077,1000.5,10.75,10254
978,47:38.0,51.39592747,8.264093283,1000.125,8.65,10254
979,47:40.0,51.39592457,8.264085725,1000.375,6.6,10254
980,47:42.0,51.39592079,8.264090348,1000.375,4.7,10254
981,47:44.0,51.39591693,8.264081285,1000.125,3.4,10254
982,47:46.0,51.39591029,8.264084433,999.25,3.3,10254
983,47:48.0,51.39590454,8.264078442,998.875,3.3,10254
984,47:50.0,51.39590174,8.264086092,999.75,3.35,10254
985,47:52.0,51.39589404,8.264072527,1001.25,2.85,10254
986,47:54.0,51.39589119,8.264072573,1001.625,3.4,10254
987,47:56.0,51.39589122,8.264077135,1001.5,3.95,10254
988,47:58.0,51.39588804,8.264078206,1000.875,5.1,10254
989,48:00.0,51.39588264,8.264074232,1000.625,5.65,10254
990,48:02.0,51.39587972,8.264063632,999.75,5.7,10521
991,48:04.0,51.39588201,8.264042262,999.25,5.2,10521
992,48:06.0,51.39588145,8.26403623,998.375,5.75,10521
993,48:08.0,51.39587663,8.264027182,998,5.8,10521
994,48:10.0,51.39588132,8.26401646,997,6.45,10521
995,48:12.0,51.39588319,8.264007564,997,7.15,10521
996,48:14.0,51.39588305,8.263996524,998.375,9.5,10521
997,48:16.0,51.39587489,8.263947093,1000.5,12.95,10521
998,48:18.0,51.39587543,8.263937473,1001.125,16.5,10521
999,48:20.0,51.39587792,8.263929827,1000.625,15.65,10521
1000,48:22.0,51.39588263,8.263922147,1000.125,16,10521
1001,48:24.0,51.39588419,8.263911174,1000.5,16.8,10521
1002,48:26.0,51.39588251,8.263902378,1000,17.6,10521
1003,48:28.0,51.39587772,8.263897892,999.75,17.3,10521
1004,48:30.0,51.39587765,8.263885727,999.25,17.45,10521
1005,48:32.0,51.39588376,8.263860554,998.75,18.1,10521
1006,48:34.0,51.3958841,8.263852166,998,19.3,10521
1007,48:36.0,51.39587541,8.263832533,997.75,19.35,10521
1008,48:38.0,51.39587624,8.263826447,998.625,20.05,10521
1009,48:40.0,51.39588287,8.263808081,999.875,19.45,10521
1010,48:42.0,51.39588421,8.263793436,1000.125,19.5,10521
1011,48:44.0,51.39588272,8.26378527,1000.375,20.7,10521
1012,48:46.0,51.39587698,8.263779279,1000.125,22,10521
1013,48:48.0,51.39588454,8.263771554,1000.125,22.05,10521
1014,48:50.0,51.3958864,8.26376392,999.25,22.65,10521
1015,48:52.0,51.39588333,8.26373051,998.625,22.7,10521
1016,48:54.0,51.39588705,8.263716763,998.125,23.35,10521
1017,48:56.0,51.39588314,8.263700096,998.125,23.45,10521
1018,48:58.0,51.3958822,8.263685732,997.5,23.5,10521
1019,49:00.0,51.39588412,8.26365267,997.125,22.95,10521
1020,49:02.0,51.39588276,8.263639269,997.625,23.5,10521
1021,49:04.0,51.39587887,8.263625644,998.625,23.6,10521
1022,49:06.0,51.3958788,8.263614999,998.875,23,10521
1023,49:08.0,51.39588537,8.263601206,999,23.6,10521
1024,49:10.0,51.39588529,8.263587519,998.375,22.9,10521
1025,49:12.0,51.39588046,8.263576951,998.375,21.5,10521
1026,49:14.0,51.39588421,8.263567766,997.625,18.7,10521
1027,49:16.0,51.39588571,8.263556728,997.5,17.2,10521
1028,49:18.0,51.39588496,8.263535816,997.25,15.75,10521
1029,49:20.0,51.39588073,8.263505125,997,13.65,10521
1030,49:22.0,51.39588184,8.263493283,996.125,11.55,10521
1031,49:24.0,51.39589032,8.26347946,997.5,10.1,10521
1032,49:26.0,51.39589552,8.263458172,996.5,8.1,10521
1033,49:28.0,51.39589683,8.2634323,996,7.4,10521
1034,49:30.0,51.39589375,8.26341464,997.5,7.1,10521
1035,49:32.0,51.3958908,8.263409871,999.75,7.2,10521
1036,49:34.0,51.39588701,8.263408033,1000.625,7.85,10521
1037,49:36.0,51.39588416,8.263408079,1000.5,7.95,10521
1038,49:38.0,51.39588313,8.263403777,1000,8,10521
1039,49:40.0,51.39588409,8.263397434,1000.125,8.05,10521
1040,49:42.0,51.39588978,8.263394301,999.375,8.05,10521
1041,49:44.0,51.39588971,8.263383656,998.875,8.65,10521
1042,49:46.0,51.39588587,8.263377635,998.125,9.8,10521
1043,49:48.0,51.39588492,8.263372091,997.5,10.45,10521
1044,49:50.0,51.39588572,8.263353304,996.5,11.15,10521
1045,49:52.0,51.39588184,8.263341199,996.375,11.85,10521
1046,49:54.0,51.3958904,8.263341062,997.75,11.4,10521
1047,49:56.0,51.39589168,8.263333823,999.75,10.35,10521
1048,49:58.0,51.39589029,8.263324334,1000.375,9.8,10521
1049,50:00.0,51.39588645,8.263318313,1000.375,9.2,10521
1050,50:02.0,51.39588044,8.263300511,1000,9.8,10521
1051,50:04.0,51.39588004,8.263293832,1000.5,9.8,10521
1052,50:06.0,51.39588151,8.263289496,999.875,9.75,10521
1053,50:08.0,51.3958853,8.263286393,999.375,10.4,10521
1054,50:10.0,51.39588526,8.26328031,998.875,12.1,10521
1055,50:12.0,51.39588287,8.263273984,998.75,13.45,10521
1056,50:14.0,51.39587473,8.26326291,998,13.6,10521
1057,50:16.0,51.39587467,8.263260709,997.625,13.85,10521
1058,50:18.0,51.39588133,8.263260602,998.375,15.25,10521
1059,50:20.0,51.39588348,8.263255015,999.75,17.85,10521
1060,50:22.0,51.39588099,8.263231432,1000.125,19.25,10521
1061,50:24.0,51.39588204,8.26322257,1000.125,20.8,10521
1062,50:26.0,51.39588959,8.263211803,999.75,22.4,10521
1063,50:28.0,51.3958829,8.263207348,1000,23.35,10521
1064,50:30.0,51.39588566,8.263192096,998.625,24.3,10521
1065,50:32.0,51.39588558,8.26317993,997.75,25.25,10521
1066,50:34.0,51.39588173,8.263172388,997,24.15,10521
1067,50:36.0,51.39588552,8.263170806,997,21.3,10521
1068,50:38.0,51.39588749,8.263168072,996.375,17.6,10521
1069,50:40.0,51.39588787,8.263163344,996,15.2,10521
1070,50:42.0,51.39588184,8.263134963,997.125,13.6,10521
1071,50:44.0,51.39588237,8.26312371,999.375,10.75,10521
1072,50:46.0,51.39588519,8.263117581,1000.5,8.65,10521
1073,50:48.0,51.39588136,8.263114602,1000.875,6.6,10521
1074,50:50.0,51.3958813,8.263103957,1000.375,4.7,10521
1075,50:52.0,51.3958869,8.263087137,1000.875,3.4,10521
1076,50:54.0,51.39588026,8.263073854,999.875,3.3,10521
1077,50:56.0,51.39588013,8.263070517,999.75,3.3,10521
1078,50:58.0,51.39588392,8.263067414,998.875,3.35,10521
1079,51:00.0,51.39588487,8.263062027,998.75,2.85,10521
1080,51:02.0,51.39588017,8.263042885,997.625,3.4,10521
1081,51:04.0,51.39588088,8.263037046,997.125,3.95,10521
1082,51:06.0,51.39588752,8.263033899,997.625,5.1,10521
1083,51:08.0,51.39588959,8.263029303,999.25,5.65,10521
1084,51:10.0,51.39589027,8.26302173,999.75,5.7,10521
1085,51:12.0,51.39588732,8.263003484,999.75,5.2,10521
1086,51:14.0,51.39588347,8.262995942,998.875,5.75,10521
1087,51:16.0,51.39588341,8.262986818,998.875,5.8,10521
1088,51:18.0,51.39588506,8.26298449,998,6.45,10521
1089,51:20.0,51.39589194,8.262980597,997.5,7.15,10521
1090,51:22.0,51.3958941,8.262974417,996.125,9.5,10521
1091,51:24.0,51.39589428,8.262965015,996,12.95,10521
1092,51:26.0,51.39588882,8.262939585,995,16.5,10521
1093,51:28.0,51.39588013,8.262925708,995,15.65,10521
1094,51:30.0,51.39588016,8.262922995,996.125,16,10521
1095,51:32.0,51.39588301,8.262922949,998.25,16.8,10521
1096,51:34.0,51.39588681,8.26291831,999.25,17.6,10521
1097,51:36.0,51.39588958,8.262907635,999.25,17.3,10521
1098,51:38.0,51.3958895,8.262895469,998.875,17.45,10521
1099,51:40.0,51.39588303,8.262882371,999.375,18.1,10521
1100,51:42.0,51.39588273,8.262878849,998.75,19.3,10521
1101,51:44.0,51.39588841,8.262874195,998.375,19.35,10521
1102,51:46.0,51.3958885,8.262868037,997.625,20.05,10521
1103,51:48.0,51.39588197,8.26285023,997.5,19.45,10521
1104,51:50.0,51.39588252,8.262845394,996.625,19.5,10521
1105,51:52.0,51.39588726,8.262842276,996.375,20.7,10521
1106,51:54.0,51.39588937,8.262838293,997.5,22,10521
1107,51:56.0,51.39588981,8.262832081,999.375,22.05,10521
1108,51:58.0,51.39588508,8.262798207,1000.5,22.65,10521
1109,52:00.0,51.3958879,8.262776488,1000.625,22.7,10521
1110,52:02.0,51.39588774,8.262767747,1000.125,23.35,10521
1111,52:04.0,51.39588385,8.262754122,1000.375,23.45,10521
1112,52:06.0,51.39588858,8.262749483,999,23.5,10521
1113,52:08.0,51.39589058,8.262744339,998.375,22.95,10521
1114,52:10.0,51.39589121,8.262736891,997.5,23.5,10521
1115,52:12.0,51.39588837,8.262716029,997.625,23.6,10521
1116,52:14.0,51.39588353,8.262702419,996.625,23,10521
1117,52:16.0,51.3958844,8.262690238,996.375,23.6,10521
1118,52:18.0,51.39589103,8.262685569,997,22.9,10521
1119,52:20.0,51.395891,8.262681007,998.875,21.5,10521
1120,52:22.0,51.39588902,8.262667351,999.875,18.7,10521
1121,52:24.0,51.39587823,8.262646551,1000.125,17.2,10521
1122,52:26.0,51.39587839,8.262641668,999.25,15.75,10521
1123,52:28.0,51.39588314,8.262640071,999.5,13.65,10521
1124,52:30.0,51.39588592,8.26262938,999,11.55,10521
1125,52:32.0,51.39588384,8.262600518,999.375,10.1,10521
1126,52:34.0,51.39588565,8.262586801,998.75,8.1,10521
1127,52:36.0,51.39588137,8.262572848,998.625,7.4,10521
1128,52:38.0,51.39588174,8.262570134,997.25,7.1,10521
1129,52:40.0,51.39588555,8.262570073,997,7.2,10521
1130,52:42.0,51.39588362,8.262565541,997.125,7.85,10521
1131,52:44.0,51.39588836,8.262563944,998.125,7.95,10521
1132,52:46.0,51.39589304,8.262551703,998.25,8,10521
1133,52:48.0,51.39589381,8.262539404,998.25,8.05,10521
1134,52:50.0,51.39588933,8.262509698,997.625,8.05,10521
1135,52:52.0,51.39589081,8.26249851,997.75,8.65,10521
1136,52:54.0,51.39589362,8.262492381,996.625,9.8,10521
1137,52:56.0,51.39589393,8.262470563,996,10.45,10521
1138,52:58.0,51.39589535,8.262464977,995,11.15,10521
1139,53:00.0,51.39589913,8.262460354,995,11.85,10521
1140,53:02.0,51.39589994,8.262437528,994.25,11.4,10521
1141,53:04.0,51.39590562,8.262432875,994.25,10.35,10521
1142,53:06.0,51.39590837,8.262416101,995.75,9.8,10521
1143,53:08.0,51.39591309,8.262411463,998,9.2,10521
1144,53:10.0,51.39591465,8.262404383,999.25,9.8,10521
1145,53:12.0,51.39591327,8.262384485,999.375,9.8,10521
1146,53:14.0,51.39591479,8.262379498,998.875,9.75,10521
1147,53:16.0,51.39592132,8.262375625,999.375,10.4,10521
1148,53:18.0,51.39592429,8.262376303,998.75,12.1,10521
1149,53:20.0,51.39592241,8.262380896,998.375,13.45,10521
1150,53:22.0,51.39592623,8.262382356,997.625,13.6,10521
1151,53:24.0,51.39592616,8.262371711,997.625,13.85,10521
1152,53:26.0,51.39592528,8.262382371,996.875,15.25,10521
1153,53:28.0,51.39592428,8.262374783,996.5,17.85,10521
1154,53:30.0,51.39591889,8.262370892,997.25,19.25,10521
1155,53:32.0,51.39591473,8.262370625,999,20.8,10225
1156,53:34.0,51.39591284,8.262371925,1000,22.4,10225
1157,53:36.0,51.39591767,8.262382493,1000.375,23.35,10225
1158,53:38.0,51.39591677,8.262391632,999.875,24.3,10225
1159,53:40.0,51.39592027,8.262393924,1000,25.25,10225
1160,53:42.0,51.39592439,8.262393031,998.75,24.15,9411
1161,53:44.0,51.39592528,8.262387402,998,21.3,9411
1162,53:46.0,51.39592432,8.262380866,997,17.6,9411
1163,53:48.0,51.39592163,8.262377939,996.875,15.2,9411
1164,53:50.0,51.39591763,8.26237641,995.875,13.6,9411
1165,53:52.0,51.39591624,8.262378681,995.25,10.75,9411
1166,53:54.0,51.3959158,8.262385289,996.5,8.65,9411
1167,53:56.0,51.39591781,8.262405304,998.875,6.6,9411
1168,53:58.0,51.39591789,8.262390943,1000.125,4.7,9411
1169,54:00.0,51.39591959,8.262385504,1000.375,3.4,9411
1170,54:02.0,51.3959253,8.262385413,999.5,3.3,9411
1171,54:04.0,51.39592527,8.26238085,999.875,3.3,8671
1172,54:06.0,51.39592146,8.262380912,999.5,3.35,8671
1173,54:08.0,51.39591996,8.262388064,999.5,2.85,8671
1174,54:10.0,51.39592155,8.262394597,999,3.4,8671
1175,54:12.0,51.3959244,8.262394552,998.625,3.95,8671
1176,54:14.0,51.3959234,8.262386964,997.625,5.1,8671
1177,54:16.0,51.39591945,8.262381459,997,5.65,8671
1178,54:18.0,51.39591479,8.262379498,997.75,5.7,8671
1179,54:20.0,51.39591243,8.262390113,999.875,5.2,8671
1180,54:22.0,51.39591396,8.262397761,1000.375,5.75,8671
1181,54:24.0,51.39591681,8.262397715,1000.125,5.8,8227
1182,54:26.0,51.39591675,8.262388592,999.75,6.45,8227
1183,54:28.0,51.39591277,8.262385395,999.875,7.15,8227
1184,54:30.0,51.39590817,8.262385688,999,9.5,8227
1185,54:32.0,51.39590874,8.262392766,998.25,12.95,8227
1186,54:34.0,51.3959111,8.262397807,997.125,16.5,8227
1187,54:36.0,51.39591491,8.262397746,997,15.65,7931
1188,54:38.0,51.39591488,8.262393184,995.875,16,7931
1189,54:40.0,51.39591303,8.262400818,995.875,16.8,7931
1190,54:42.0,51.39591535,8.262404262,996,17.6,7931
1191,54:44.0,51.39592258,8.262406748,997,17.3,7265
1192,54:46.0,51.39592981,8.262408246,997.625,17.45,7265
1193,54:48.0,51.39593304,8.26240658,998,18.1,7265
1194,54:50.0,51.39593351,8.262399704,997.75,19.3,7265
1195,54:52.0,51.395932,8.262392909,998.25,19.35,7265
1196,54:54.0,51.39592628,8.262389606,997.625,20.05,7265
1197,54:56.0,51.39592368,8.262389887,997.5,19.45,7265
1198,54:58.0,51.39592248,8.262391541,996.875,19.5,7265
1199,55:00.0,51.39592251,8.262396103,997,20.7,7265
1200,55:02.0,51.39592539,8.262397035,996.375,22,6303
1201,55:04.0,51.39592916,8.262394475,996.375,22.05,6303
1202,55:06.0,51.39592814,8.262383846,996.625,22.65,6303
1203,55:08.0,51.39592337,8.262382402,998,22.7,6303
1204,55:10.0,51.39592248,8.262391541,998.625,23.35,6303
1205,55:12.0,51.39592253,8.262399144,998.75,23.45,6303
1206,55:14.0,51.39592519,8.262400981,998.125,23.5,6303
1207,55:16.0,51.39592825,8.262400573,998.125,22.95,6303
1208,55:18.0,51.39592818,8.262389928,997.125,23.5,6303
1209,55:20.0,51.39592547,8.26238895,996.375,23.6,6303
1210,55:22.0,51.39592247,8.26239002,995.5,23,6303
1211,55:24.0,51.39592023,8.262396305,995.75,23.6,6303
1212,55:26.0,51.39592064,8.262400696,995,22.9,6303
1213,55:28.0,51.39592254,8.262400665,994.75,21.5,5711
1214,55:30.0,51.39592059,8.262393092,995.375,18.7,5711
1215,55:32.0,51.39591707,8.262391746,997.125,17.2,5711
1216,55:34.0,51.39590658,8.262396495,998.375,15.75,5711
1217,55:36.0,51.39590443,8.262394873,998.625,13.65,5711
1218,55:38.0,51.39590437,8.262385749,998.125,11.55,5711
1219,55:40.0,51.3959086,8.262383386,998.125,10.1,5711
1220,55:42.0,51.39591483,8.262385581,998,8.1,5711
1221,55:44.0,51.39591781,8.262405304,998.125,7.4,5637
1222,55:46.0,51.39592132,8.262406184,997.75,7.1,4675
1223,55:48.0,51.39592447,8.262405197,997.625,7.2,4675
1224,55:50.0,51.39592626,8.2623958,996.875,7.85,4675
1225,55:52.0,51.39592436,8.262386949,996.375,7.95,4675
1226,55:54.0,51.39591865,8.26238704,997.25,8,4675
1227,55:56.0,51.39591669,8.262393068,998.875,8.05,4675
1228,55:58.0,51.39591691,8.262412922,999.875,8.05,4675
1229,56:00.0,51.39591387,8.262407848,997.25,8.65,4675
1230,56:02.0,51.39590983,8.262395521,996.5,9.8,4675
1231,56:04.0,51.39590827,8.262386816,999.75,10.45,4675
1232,56:06.0,51.39590911,8.262382631,998.875,11.15,4675
1233,56:08.0,51.39591432,8.262381116,999.25,11.85,4675
1234,56:10.0,51.39591862,8.262382478,998.875,11.4,4675
1235,56:12.0,51.39592158,8.26239916,998.375,10.35,4379
1236,56:14.0,51.39592429,8.262392826,997.625,9.8,4379
1237,56:16.0,51.39592436,8.262388469,997.25,9.2,4379
1238,56:18.0,51.39592245,8.262386979,996.5,9.8,4379
1239,56:20.0,51.39592248,8.262391541,995.875,9.8,4009
1240,56:22.0,51.39592533,8.262391495,996.5,9.75,4009
1241,56:24.0,51.39592529,8.262383892,998,10.4,4009
1242,56:26.0,51.39592146,8.262380912,998.875,12.1,4009
1243,56:28.0,51.39591952,8.262389837,999,13.45,4009
1244,56:30.0,51.39592158,8.26239916,998.75,13.6,3639
1245,56:32.0,51.39592538,8.262399099,999.25,13.85,3639
1246,56:34.0,51.3959261,8.262393672,998.125,15.25,3639
1247,56:36.0,51.39592436,8.262386949,997.125,17.85,3639
1248,56:38.0,51.39592083,8.262384896,996.125,19.25,3195
1249,56:40.0,51.39591864,8.26238552,995.875,20.8,3195
1250,56:42.0,51.39591962,8.262390066,995,22.4,3195
1251,56:44.0,51.39591579,8.262387086,994,23.35,3195
1252,56:46.0,51.39592342,8.262390005,994.75,24.3,3195
1253,56:48.0,51.39592147,8.262382432,996.875,25.25,3195
1254,56:50.0,51.39591864,8.26238552,998.25,24.15,3195
1255,56:52.0,51.39592247,8.26239002,998.375,21.3,2233
1256,56:54.0,51.39592243,8.262383938,998.125,17.6,2233
1257,56:56.0,51.39591863,8.262383999,998.375,15.2,2233
1258,56:58.0,51.39591868,8.262391602,998.375,13.6,2233
1259,57:00.0,51.39592249,8.262393061,998.375,10.75,2233
1260,57:02.0,51.3959215,8.262386995,998.625,8.65,2233
1261,57:04.0,51.39592152,8.262390035,998,6.6,2233
1262,57:06.0,51.39592436,8.262386949,997.125,4.7,2233
1263,57:08.0,51.39591866,8.262388561,995.5,3.4,2233
1264,57:10.0,51.39591862,8.262382478,996.375,3.3,2233
1265,57:12.0,51.39591676,8.262390113,997.75,3.3,2233
1266,57:14.0,51.39591479,8.262379498,999.375,3.35,2233
1267,57:16.0,51.39591083,8.262376872,999.25,2.85,2233
1268,57:18.0,51.39589579,8.262381974,998.875,3.4,1937
1269,57:20.0,51.39589326,8.26238171,998.625,3.95,1937
1270,57:22.0,51.39589196,8.262379865,998.375,5.1,1937
1271,57:24.0,51.3958928,8.262361601,997.625,5.65,1937
1272,57:26.0,51.39588712,8.262366255,997.5,5.7,1493
1273,57:28.0,51.3958837,8.262375796,996.875,5.2,1493
1274,57:30.0,51.39588158,8.262392199,996.625,5.75,1493
1275,57:32.0,51.39588621,8.262372354,995.75,5.8,1493
1276,57:34.0,51.39588625,8.262378437,996.5,6.45,1493
1277,57:36.0,51.39589006,8.262379895,997.75,7.15,1493
1278,57:38.0,51.39588718,8.26237538,999.5,9.5,1419
1279,57:40.0,51.39588529,8.262378452,999.5,12.95,975
1280,57:42.0,51.3958862,8.262370833,999.375,16.5,975
1281,57:44.0,51.39588334,8.262370879,999.25,15.65,975
1282,57:46.0,51.39588338,8.262376962,999,16,975
1283,57:48.0,51.39588815,8.262378405,998,16.8,975
1284,57:50.0,51.39588624,8.262376916,997.25,17.6,975
1285,57:52.0,51.39588629,8.262386039,996.5,17.3,605
1286,57:54.0,51.39589011,8.262387499,994.375,17.45,605
1287,57:56.0,51.39589006,8.262379895,994.375,18.1,605
1288,57:58.0,51.39588719,8.262376901,994.875,19.3,605
1289,58:00.0,51.39588725,8.262387545,995.75,19.35,605
1290,58:02.0,51.39588814,8.262376885,996.875,20.05,309
1291,58:04.0,51.39588528,8.26237541,996.625,19.45,309
1292,58:06.0,51.39588627,8.262382998,996.375,19.5,309
1293,58:08.0,51.39588912,8.262381431,995.75,20.7,309
1294,58:10.0,51.39592092,8.262354309,994.875,22,0
